DateTime, Prediction
Year, Month,  Highest, MHHW, MHW, MSL, MTL, MLW, MLLW, DTL, GT, MN, DHQ, DLQ, HWI, LWI, Lowest, Inferred 
1933,10,5.392,,3.722,-0.707,-0.726,-5.188,,,,8.911,,,3.540,9.860,-7.206,0
1933,11,6.193,,3.624,-0.697,-0.707,-5.037,,,,8.661,,,3.640,9.840,-7.206,0
1933,12,5.894,,3.444,-0.858,-0.838,-5.116,,,,8.560,,,3.660,9.900,-7.908,0
1934,1,6.193,,3.453,-0.858,-0.868,-5.188,,,,8.638,,,3.530,9.710,-7.606,0
1934,2,,,3.293,-1.048,-1.068,-5.418,,,,8.711,,,3.560,9.730,,0
1934,3,,,3.361,-1.107,-1.127,-5.618,,,,8.980,,,3.590,9.760,,0
1934,4,6.094,,3.752,-0.707,-0.697,-5.146,,,,8.901,,,3.520,9.840,-7.406,0
1934,5,5.894,,3.634,-0.818,-0.828,-5.277,,,,8.911,,,3.400,9.650,-7.508,0
1934,6,5.993,,3.923,-0.546,-0.546,-5.008,,,,8.930,,,3.510,9.730,-7.108,0
1934,7,5.894,,3.952,-0.566,-0.589,-5.126,,,,9.081,,,3.570,9.770,-7.206,0
1934,8,5.793,,3.703,-0.707,-0.707,-5.126,,,,8.829,,,3.600,9.820,-7.108,0
1934,9,5.294,,3.614,-0.677,-0.707,-5.028,,,,8.638,,,3.560,9.790,-6.707,0
1934,10,5.894,,3.663,-0.576,-0.589,-4.837,,,,8.501,,,3.660,9.840,-6.307,0
1934,11,5.192,,3.414,-0.858,-0.887,-5.179,,,,8.589,,,3.660,9.770,-6.707,0
1934,12,6.094,,3.463,-0.799,-0.799,-5.057,,,,8.520,,,3.720,9.950,-6.908,0
1935,1,5.392,,3.581,-0.736,-0.746,-5.067,,,,8.652,,,3.560,9.740,-7.606,7
1935,2,,,3.404,-0.966,-0.986,-5.389,,,,8.789,,,3.520,9.700,,7
1935,3,,,3.614,-0.818,-0.838,-5.287,,,,8.901,,,3.530,9.700,,7
1935,4,5.494,,4.001,-0.497,-0.526,-5.057,,,,9.058,,,3.570,9.730,-7.708,0
1935,5,5.192,,3.844,-0.638,-0.648,-5.136,,,,8.980,,,3.480,9.700,-7.006,0
1935,6,5.592,,3.972,-0.428,-0.448,-4.867,,,,8.839,,,3.560,9.720,-6.307,0
1935,7,5.494,,3.742,-0.658,-0.687,-5.116,,,,8.862,,,3.590,9.720,-7.108,0
1935,8,5.694,,3.781,-0.638,-0.638,-5.057,,,,8.839,,,3.640,9.800,-7.308,0
1935,9,5.894,,3.713,-0.687,-0.707,-5.136,,,,8.848,,,3.660,9.790,-7.308,0
1935,10,5.694,,3.604,-0.766,-0.789,-5.169,,,,8.770,,,3.610,9.730,-7.406,0
1935,11,5.694,,3.863,-0.487,-0.507,-4.887,,,,8.750,,,3.530,9.780,-6.806,0
1935,12,6.193,,3.893,-0.546,-0.566,-5.018,,,,8.911,,,3.570,9.770,-7.108,0
1936,1,5.694,,3.772,-0.648,-0.667,-5.106,,,,8.881,,,3.550,9.790,-7.308,0
1936,2,5.793,,3.683,-0.746,-0.766,-5.228,,,,8.911,,,3.540,9.690,-6.507,0
1936,3,5.993,,3.772,-0.638,-0.658,-5.097,,,,8.871,,,3.630,9.740,-7.406,0
1936,4,5.894,,3.732,-0.677,-0.726,-5.179,,,,8.911,,,3.590,9.750,-8.407,0
1936,5,5.694,,3.742,-0.707,-0.707,-5.169,,,,8.911,,,3.480,9.610,-7.708,0
1936,6,5.592,,3.844,-0.598,-0.608,-5.067,,,,8.911,,,3.490,9.640,-6.806,0
1936,7,5.392,,3.952,-0.457,-0.467,-4.887,,,,8.839,,,3.640,9.770,-6.209,0
1936,8,5.494,,3.814,-0.648,-0.667,-5.136,,,,8.950,,,3.740,9.700,-6.707,0
1936,9,5.494,,3.913,-0.658,-0.687,-5.277,,,,9.190,,,3.560,9.640,-6.707,0
1936,10,6.692,,4.014,-0.608,-0.628,-5.277,,,,9.291,,,3.640,9.820,-7.508,0
1936,11,5.993,,3.653,-0.799,-0.818,-5.287,,,,8.940,,,3.720,9.970,-7.708,0
1936,12,5.793,,3.522,-0.936,-0.936,-5.398,,,,8.921,,,3.800,10.020,-7.806,0
1937,1,5.294,,3.453,-0.927,-0.946,-5.356,,,,8.809,,,3.630,9.720,-6.806,0
1937,2,5.694,,3.962,-0.467,-0.507,-4.978,,,,8.940,,,3.610,9.740,-6.606,0
1937,3,5.993,,3.624,-0.828,-0.848,-5.306,,,,8.930,,,3.580,9.720,-7.206,0
1937,4,5.894,,3.791,-0.677,-0.687,-5.169,,,,8.960,,,3.540,9.670,-7.508,0
1937,5,6.193,,3.932,-0.497,-0.536,-5.008,,,,8.940,,,3.590,9.760,-7.308,0
1937,6,5.993,,3.972,-0.516,-0.536,-5.047,,,,9.019,,,3.600,9.750,-7.308,0
1937,7,5.993,,4.014,-0.516,-0.556,-5.126,,,,9.140,,,3.630,9.750,-6.908,0
1937,8,5.494,,3.844,-0.667,-0.707,-5.257,,,,9.101,,,3.680,9.860,-6.707,0
1937,9,4.894,,3.834,-0.687,-0.717,-5.267,,,,9.101,,,3.630,9.850,-7.006,0
1937,10,6.193,,3.824,-0.697,-0.717,-5.257,,,,9.081,,,3.640,9.870,-7.006,0
1937,11,6.692,,3.804,-0.658,-0.667,-5.136,,,,8.940,,,3.620,9.750,-7.206,0
1937,12,6.393,,3.663,-0.776,-0.789,-5.247,,,,8.911,,,3.600,9.770,-7.508,0
1938,1,6.393,,3.742,-0.658,-0.677,-5.106,,,,8.848,,,3.610,9.770,-7.206,0
1938,2,5.793,,3.742,-0.736,-0.756,-5.257,,,,8.999,,,3.500,9.690,-6.908,0
1938,3,5.793,,3.942,-0.589,-0.598,-5.126,,,,9.072,,,3.510,9.740,-7.108,0
1938,4,5.592,,3.844,-0.677,-0.697,-5.238,,,,9.081,,,3.550,9.650,-6.406,0
1938,5,5.694,,4.073,-0.497,-0.536,-5.146,,,,9.219,,,3.500,9.680,-7.406,0
1938,6,6.094,,4.014,-0.576,-0.598,-5.208,,,,9.219,,,3.560,9.690,-7.308,0
1938,7,6.094,,4.054,-0.608,-0.628,-5.306,,,,9.360,,,3.550,9.720,-7.206,0
1938,8,5.993,,4.024,-0.516,-0.536,-5.097,,,,9.121,,,3.550,9.730,-6.606,0
1938,9,6.291,,3.863,-0.648,-0.667,-5.198,,,,9.058,,,3.590,9.790,-6.806,0
1938,10,5.494,,3.903,-0.516,-0.526,-4.959,,,,8.862,,,3.580,9.750,-6.606,0
1938,11,5.294,,3.762,-0.658,-0.677,-5.126,,,,8.891,,,3.510,9.730,-7.206,0
1938,12,6.193,,3.663,-0.766,-0.799,-5.247,,,,8.911,,,3.540,9.740,-7.606,0
1939,1,5.993,,3.562,-0.877,-0.907,-5.379,,,,8.940,,,3.500,9.730,-7.508,0
1939,2,6.193,,3.673,-0.936,-0.927,-5.526,,,,9.199,,,3.500,9.710,-7.806,0
1939,3,6.094,,3.703,-0.858,-0.907,-5.516,,,,9.219,,,3.510,9.650,-8.308,0
1939,4,6.491,,3.952,-0.697,-0.717,-5.379,,,,9.331,,,3.540,9.670,-7.006,0
1939,5,5.592,,3.962,-0.648,-0.658,-5.287,,,,9.249,,,3.520,9.710,-6.707,0
1939,6,5.494,,3.982,-0.589,-0.598,-5.179,,,,9.160,,,3.560,9.700,-6.908,0
1939,7,6.094,,3.962,-0.598,-0.598,-5.156,,,,9.121,,,3.600,9.810,-7.006,0
1939,8,6.094,,3.952,-0.589,-0.598,-5.136,,,,9.091,,,3.680,9.780,-7.006,0
1939,9,5.494,,3.932,-0.598,-0.598,-5.116,,,,9.049,,,3.700,9.800,-7.308,0
1939,10,5.993,,3.893,-0.608,-0.618,-5.136,,,,9.029,,,3.550,9.660,-7.006,0
1939,11,5.094,,3.703,-0.818,-0.818,-5.326,,,,9.029,,,3.460,9.700,-7.606,0
1939,12,5.894,,4.001,-0.648,-0.658,-5.326,,,,9.331,,,3.450,9.590,-7.206,0
1940,1,5.894,,3.844,-0.756,-0.799,-5.438,,,,9.281,,,3.440,9.620,-7.406,0
1940,2,6.193,,4.182,-0.457,-0.477,-5.136,,,,9.321,,,3.400,9.630,-7.508,0
1940,3,5.694,,3.913,-0.658,-0.687,-5.287,,,,9.199,,,3.400,9.650,-8.308,0
1940,4,7.492,,4.034,-0.566,-0.608,-5.247,,,,9.281,,,3.540,9.620,-6.806,0
1940,5,5.993,,4.182,-0.346,-0.366,-4.926,,,,9.111,,,3.580,9.700,-6.806,0
1940,6,5.894,,4.162,-0.389,-0.389,-4.946,,,,9.111,,,3.570,9.730,-6.406,0
1940,7,5.294,,3.932,-0.566,-0.589,-5.097,,,,9.029,,,3.640,9.720,-6.707,0
1940,8,5.592,,3.873,-0.677,-0.707,-5.287,,,,9.160,,,3.580,9.680,-6.806,0
1940,9,5.793,,4.083,-0.618,-0.608,-5.297,,,,9.380,,,3.530,9.690,-7.006,0
1940,10,6.593,,4.113,-0.618,-0.618,-5.346,,,,9.459,,,3.560,9.640,-7.308,0
1940,11,6.094,,3.883,-0.687,-0.697,-5.277,,,,9.160,,,3.510,9.710,-7.708,0
1940,12,6.491,,3.883,-0.697,-0.697,-5.277,,,,9.160,,,3.520,9.640,-7.206,0
1941,1,5.592,,3.903,-0.638,-0.648,-5.198,,,,9.101,,,3.500,9.640,-7.108,0
1941,2,5.894,,3.824,-0.697,-0.717,-5.257,,,,9.081,,,3.540,9.690,-7.108,0
1941,3,5.592,,3.762,-0.756,-0.776,-5.306,,,,9.072,,,3.520,9.670,-7.206,0
1941,4,5.793,,3.844,-0.667,-0.687,-5.218,,,,9.058,,,3.510,9.640,-7.708,0
1941,5,6.491,,4.024,-0.497,-0.507,-5.037,,,,9.058,,,3.540,9.670,-7.108,0
1941,6,6.291,,4.093,-0.467,-0.487,-5.067,,,,9.160,,,3.510,9.660,-7.006,0
1941,7,5.993,,4.113,-0.526,-0.536,-5.198,,,,9.311,,,3.610,9.740,-6.707,0
1941,8,5.592,,4.073,-0.526,-0.556,-5.198,,,,9.268,,,3.550,9.710,-6.406,0
1941,9,5.592,,3.962,-0.608,-0.618,-5.208,,,,9.170,,,3.520,9.660,-6.806,0
1941,10,6.193,,3.893,-0.628,-0.658,-5.198,,,,9.091,,,3.580,9.730,-7.206,0
1941,11,5.993,,3.762,-0.726,-0.736,-5.238,,,,8.999,,,3.550,9.650,-7.406,0
1941,12,6.094,,3.703,-0.766,-0.766,-5.238,,,,8.940,,,3.540,9.740,-7.908,0
1942,1,5.592,,3.581,-0.828,-0.848,-5.277,,,,8.862,,,3.540,9.660,-7.806,0
1942,2,5.694,,3.903,-0.546,-0.576,-5.067,,,,8.970,,,3.460,9.590,-7.006,0
1942,3,6.692,,4.024,-0.576,-0.598,-5.218,,,,9.239,,,3.470,9.620,-7.108,0
1942,4,5.694,,4.073,-0.516,-0.536,-5.136,,,,9.209,,,3.480,9.610,-7.006,0
1942,5,6.193,,4.073,-0.576,-0.598,-5.257,,,,9.331,,,3.490,9.630,-7.108,0
1942,6,6.094,,4.244,-0.418,-0.418,-5.067,,,,9.311,,,3.540,9.720,-7.406,0
1942,7,5.993,,4.162,-0.497,-0.507,-5.179,,,,9.341,,,3.560,9.700,-7.108,0
1942,8,5.494,,3.982,-0.608,-0.618,-5.218,,,,9.199,,,3.580,9.730,-7.206,0
1942,9,5.592,,4.034,-0.536,-0.536,-5.116,,,,9.150,,,3.610,9.710,-6.406,0
1942,10,5.094,,3.791,-0.618,-0.638,-5.067,,,,8.862,,,3.610,9.670,-6.908,0
1942,11,6.094,,3.834,-0.618,-0.608,-5.057,,,,8.891,,,3.580,9.740,-7.006,0
1942,12,5.993,,3.732,-0.736,-0.746,-5.228,,,,8.960,,,3.560,9.710,-7.806,0
1943,1,5.694,,3.522,-0.966,-0.986,-5.497,,,,9.019,,,3.520,9.720,-8.407,0
1943,2,6.491,,3.791,-0.838,-0.838,-5.477,,,,9.268,,,3.530,9.690,-7.406,0
1943,3,6.193,,3.653,-0.976,-0.976,-5.608,,,,9.259,,,3.510,9.600,-7.606,0
1943,4,5.494,,3.923,-0.717,-0.726,-5.379,,,,9.301,,,3.510,9.630,-6.806,0
1943,5,5.694,,3.903,-0.707,-0.717,-5.326,,,,9.229,,,3.530,9.720,-7.006,0
1943,6,6.094,,4.064,-0.497,-0.497,-5.057,,,,9.121,,,3.630,9.740,-7.006,0
1943,7,6.393,,4.024,-0.526,-0.526,-5.077,,,,9.101,,,3.580,9.730,-7.006,0
1943,8,6.692,,4.162,-0.418,-0.408,-4.978,,,,9.140,,,3.650,9.750,-6.806,0
1943,9,5.793,,4.014,-0.566,-0.556,-5.136,,,,9.150,,,3.620,9.700,-7.108,0
1943,10,5.694,,4.211,-0.316,-0.336,-4.887,,,,9.101,,,3.600,9.730,-6.908,0
1943,11,5.894,,4.093,-0.418,-0.438,-4.978,,,,9.072,,,3.540,9.710,-6.606,0
1943,12,5.494,,3.673,-0.848,-0.868,-5.408,,,,9.081,,,3.520,9.620,-7.708,0
1944,1,5.793,,3.762,-0.776,-0.799,-5.356,,,,9.121,,,3.550,9.630,-7.708,0
1944,2,6.491,,3.742,-0.818,-0.828,-5.408,,,,9.150,,,3.560,9.610,-7.606,0
1944,3,5.592,,3.634,-0.877,-0.917,-5.467,,,,9.101,,,3.520,9.580,-7.406,0
1944,4,6.094,,3.873,-0.618,-0.648,-5.156,,,,9.029,,,3.550,9.670,-7.108,0
1944,5,5.494,,3.683,-0.687,-0.726,-5.126,,,,8.809,,,3.640,9.700,-6.507,0
1944,6,5.894,,4.024,-0.398,-0.418,-4.857,,,,8.881,,,3.740,9.800,-6.606,0
1944,7,5.694,,4.024,-0.457,-0.467,-4.969,,,,8.990,,,3.670,9.820,-6.606,0
1944,8,6.193,,4.054,-0.507,-0.487,-5.037,,,,9.091,,,3.640,9.800,-6.806,0
1944,9,6.193,,4.093,-0.526,-0.556,-5.208,,,,9.301,,,3.590,9.750,-6.806,0
1944,10,5.894,,4.073,-0.598,-0.618,-5.306,,,,9.380,,,3.580,9.660,-7.406,0
1944,11,7.994,,4.402,-0.208,-0.208,-4.827,,,,9.229,,,3.680,9.740,-7.908,0
1944,12,5.894,,3.883,-0.707,-0.717,-5.316,,,,9.199,,,3.560,9.700,-7.606,0
1945,1,5.993,,3.824,-0.687,-0.717,-5.247,,,,9.072,,,3.560,9.650,-6.908,0
1945,2,5.993,,3.722,-0.789,-0.799,-5.326,,,,9.049,,,3.620,9.680,-7.108,0
1945,3,5.592,,3.913,-0.598,-0.618,-5.146,,,,9.058,,,3.580,9.750,-7.406,0
1945,4,5.894,,3.854,-0.576,-0.598,-5.037,,,,8.891,,,3.590,9.790,-7.308,0
1945,5,6.393,,4.142,-0.346,-0.336,-4.827,,,,8.970,,,3.650,9.680,-7.308,0
1945,6,5.793,,4.044,-0.448,-0.448,-4.936,,,,8.980,,,3.590,9.770,-6.806,0
1945,7,5.793,,4.044,-0.536,-0.546,-5.136,,,,9.180,,,3.660,9.680,-6.406,0
1945,8,5.694,,3.982,-0.556,-0.576,-5.136,,,,9.121,,,3.660,9.700,-6.507,0
1945,9,5.494,,3.873,-0.598,-0.598,-5.057,,,,8.930,,,3.710,9.720,-7.006,0
1945,10,6.094,,3.942,-0.448,-0.477,-4.896,,,,8.839,,,3.700,9.710,-7.006,0
1945,11,7.994,,4.064,-0.379,-0.356,-4.778,,,,8.839,,,3.740,9.740,-7.406,0
1945,12,6.892,,4.113,-0.346,-0.346,-4.808,,,,8.921,,,3.750,9.760,-7.406,0
1946,1,,,3.752,-0.638,-0.667,-5.087,,,,8.839,,,,,,0
1946,2,,,3.834,-0.608,-0.628,-5.087,,,,8.921,,,,,,0
1946,3,,,3.883,-0.576,-0.598,-5.077,,,,8.960,,,,,,0
1946,4,,,4.142,-0.356,-0.379,-4.896,,,,9.039,,,,,,0
1946,5,6.692,,4.152,-0.467,-0.467,-5.087,,,,9.239,,,3.640,9.600,-7.406,0
1946,6,6.393,,4.142,-0.389,-0.418,-4.988,,,,9.131,,,3.560,9.620,-7.108,0
1946,7,5.894,,4.093,-0.477,-0.487,-5.067,,,,9.160,,,3.610,9.710,-6.806,0
1946,8,5.793,,4.152,-0.346,-0.336,-4.827,,,,8.980,,,3.620,9.720,-6.107,0
1946,9,5.094,,3.923,-0.438,-0.457,-4.837,,,,8.760,,,3.620,9.680,-6.009,0
1946,10,5.894,,3.932,-0.379,-0.389,-4.706,,,,8.638,,,3.670,9.740,-6.606,0
1946,11,6.692,,3.982,-0.346,-0.346,-4.686,,,,8.671,,,3.570,9.720,-6.406,0
1946,12,6.692,,3.791,-0.536,-0.566,-4.926,,,,8.720,,,3.660,9.780,-7.108,0
1947,1,5.993,,3.834,-0.618,-0.628,-5.087,,,,8.921,,,3.580,9.700,-7.508,0
1947,2,6.993,,4.264,-0.247,-0.257,-4.768,,,,9.029,,,3.630,9.700,-6.606,0
1947,3,6.993,,4.362,-0.179,-0.198,-4.759,,,,9.121,,,3.390,9.470,-6.507,0
1947,4,5.694,,3.972,-0.507,-0.516,-5.018,,,,8.990,,,3.590,9.690,-6.606,0
1947,5,6.094,,4.103,-0.356,-0.379,-4.867,,,,8.970,,,3.700,9.750,-6.806,0
1947,6,6.593,,4.244,-0.218,-0.218,-4.686,,,,8.930,,,3.660,9.720,-6.806,0
1947,7,6.593,,4.044,-0.366,-0.379,-4.808,,,,8.848,,,3.610,9.670,-6.908,0
1947,8,6.393,,3.942,-0.448,-0.438,-4.827,,,,8.770,,,3.560,9.640,-6.806,0
1947,9,5.894,,3.913,-0.477,-0.497,-4.906,,,,8.819,,,3.500,9.700,-6.406,0
1947,10,6.094,,3.844,-0.546,-0.536,-4.926,,,,8.770,,,3.580,9.670,-6.307,0
1947,11,6.393,,4.303,-0.136,-0.146,-4.598,,,,8.901,,,3.520,9.710,-7.006,0
1947,12,6.692,,3.844,-0.618,-0.608,-5.057,,,,8.901,,,3.520,9.660,-7.606,0
1948,1,6.193,,3.942,-0.608,-0.628,-5.188,,,,9.131,,,3.590,9.760,-7.708,0
1948,2,5.993,,3.834,-0.648,-0.687,-5.218,,,,9.049,,,3.560,9.740,-7.606,0
1948,3,5.993,,3.883,-0.526,-0.566,-5.028,,,,8.911,,,3.630,9.820,-7.508,0
1948,4,5.392,,3.742,-0.576,-0.608,-4.969,,,,8.711,,,3.660,9.800,-6.806,0
1948,5,5.993,,4.024,-0.267,-0.306,-4.627,,,,8.652,,,3.600,9.720,-6.307,0
1948,6,6.094,,4.103,-0.257,-0.267,-4.637,,,,8.740,,,3.610,9.720,-6.009,0
1948,7,6.094,,4.093,-0.247,-0.247,-4.598,,,,8.691,,,3.640,9.790,-6.507,0
1948,8,6.393,,3.991,-0.398,-0.408,-4.808,,,,8.799,,,3.620,9.850,-6.707,0
1948,9,6.193,,3.991,-0.467,-0.477,-4.946,,,,8.940,,,3.580,9.690,-7.108,0
1948,10,5.793,,4.123,-0.336,-0.346,-4.827,,,,8.950,,,3.590,9.670,-6.806,0
1948,11,5.894,,3.972,-0.379,-0.408,-4.778,,,,8.750,,,3.540,9.640,-6.806,0
1948,12,6.491,,3.982,-0.306,-0.326,-4.637,,,,8.619,,,3.690,9.780,-6.209,0
1949,1,5.993,,3.834,-0.516,-0.507,-4.847,,,,8.681,,,3.620,9.770,-6.707,0
1949,2,6.393,,3.762,-0.526,-0.546,-4.857,,,,8.619,,,3.660,9.820,-7.006,0
1949,3,5.793,,3.644,-0.717,-0.736,-5.116,,,,8.760,,,3.740,9.810,-7.508,0
1949,4,6.393,,3.903,-0.448,-0.467,-4.827,,,,8.730,,,3.570,9.680,-7.006,0
1949,5,6.193,,3.814,-0.477,-0.507,-4.818,,,,8.629,,,3.570,9.660,-6.908,0
1949,6,5.294,,3.752,-0.598,-0.618,-4.988,,,,8.740,,,3.510,9.610,-7.006,0
1949,7,5.392,,3.972,-0.467,-0.487,-4.946,,,,8.921,,,,,-6.307,0
1949,8,5.592,,3.942,-0.448,-0.497,-4.936,,,,8.881,,,3.610,9.700,-6.606,0
1949,9,5.993,,3.834,-0.516,-0.566,-4.959,,,,8.789,,,3.580,9.640,-6.908,0
1949,10,6.491,,3.713,-0.556,-0.589,-4.887,,,,8.599,,,3.650,9.740,-7.206,0
1949,11,6.193,,3.791,-0.487,-0.526,-4.837,,,,8.629,,,3.770,9.850,-7.206,0
1949,12,5.494,,3.243,-0.986,-1.009,-5.247,,,,8.491,,,3.720,9.840,-7.006,0
1950,1,5.793,,3.371,-0.838,-0.858,-5.087,,,,8.461,,,3.740,9.830,-7.606,0
1950,2,5.294,,3.571,-0.677,-0.707,-4.998,,,,8.570,,,3.760,9.890,-6.806,0
1950,3,5.993,,3.384,-0.907,-0.986,-5.356,,,,8.740,,,3.720,9.940,-7.708,0
1950,4,5.793,,3.824,-0.576,-0.648,-5.126,,,,8.950,,,3.610,9.880,-7.406,0
1950,5,6.094,,3.762,-0.717,-0.766,-5.287,,,,9.049,,,3.620,9.780,-7.606,0
1950,6,6.193,,3.854,-0.428,-0.566,-4.988,,,,8.839,,,3.570,9.850,-7.206,0
1950,7,5.793,,3.863,-0.576,-0.608,-5.067,,,,8.930,,,3.570,9.720,-6.707,0
1950,8,5.192,,3.903,-0.526,-0.546,-4.988,,,,8.891,,,3.740,9.850,-6.209,0
1950,9,6.094,,4.024,-0.438,-0.448,-4.916,,,,8.940,,,3.630,9.770,-6.406,0
1950,10,6.393,,3.883,-0.477,-0.487,-4.867,,,,8.750,,,3.570,9.720,-7.108,0
1950,11,6.393,,4.083,-0.257,-0.277,-4.637,,,,8.720,,,3.650,9.800,-7.206,0
1950,12,7.092,,4.034,-0.356,-0.366,-4.768,,,,8.799,,,3.660,9.760,-6.606,0
1951,1,6.593,,3.742,-0.648,-0.658,-5.057,,,,8.799,,,3.460,9.600,-7.006,0
1951,2,6.491,,3.781,-0.687,-0.687,-5.169,,,,8.950,,,3.360,9.520,-7.206,0
1951,3,5.694,,4.313,-0.169,-0.208,-4.726,,,,9.039,,,3.550,9.720,-6.806,0
1951,4,5.592,,4.132,-0.346,-0.389,-4.906,,,,9.039,,,3.550,9.670,-7.508,0
1951,5,6.692,,4.152,-0.316,-0.326,-4.818,,,,8.970,,,3.480,9.580,-6.707,0
1951,6,6.593,,4.123,-0.326,-0.326,-4.788,,,,8.911,,,3.590,9.690,-7.006,0
1951,7,6.593,,3.962,-0.408,-0.428,-4.808,,,,8.770,,,3.540,9.670,-6.806,0
1951,8,6.491,,3.942,-0.356,-0.389,-4.726,,,,8.671,,,3.520,9.640,-6.507,0
1951,9,5.592,,3.893,-0.438,-0.438,-4.768,,,,8.661,,,3.720,9.850,-6.209,0
1951,10,5.993,,4.054,-0.356,-0.366,-4.798,,,,8.848,,,3.590,9.730,-6.507,0
1951,11,6.793,,3.972,-0.418,-0.428,-4.818,,,,8.789,,,3.630,9.740,-6.806,0
1951,12,6.491,,3.942,-0.546,-0.546,-5.037,,,,8.980,,,3.520,9.820,-7.006,0
1952,1,6.692,,4.083,-0.438,-0.457,-4.998,,,,9.081,,,3.670,9.810,-7.606,0
1952,2,6.692,,4.014,-0.428,-0.448,-4.896,,,,8.911,,,3.610,9.740,-6.908,0
1952,3,5.793,,4.093,-0.408,-0.428,-4.936,,,,9.029,,,3.650,9.760,-6.707,0
1952,4,5.294,,3.952,-0.477,-0.497,-4.959,,,,8.911,,,3.630,9.770,-6.908,0
1952,5,6.094,,4.211,-0.146,-0.169,-4.539,,,,8.750,,,3.480,9.610,-6.009,0
1952,6,6.393,,4.152,-0.267,-0.267,-4.696,,,,8.848,,,3.500,9.560,-6.406,0
1952,7,5.993,,3.942,-0.487,-0.497,-4.936,,,,8.881,,,3.360,9.540,-7.006,0
1952,8,6.094,,3.923,-0.457,-0.477,-4.877,,,,8.799,,,3.500,9.550,-6.908,0
1952,9,5.993,,3.952,-0.477,-0.507,-4.978,,,,8.930,,,3.510,9.650,-6.908,0
1952,10,5.894,,3.883,-0.576,-0.589,-5.057,,,,8.940,,,3.580,9.720,-7.406,0
1952,11,5.694,,3.913,-0.507,-0.516,-4.946,,,,8.862,,,3.640,9.740,-6.507,0
1952,12,5.694,,4.123,-0.277,-0.287,-4.706,,,,8.829,,,3.450,9.600,-6.908,0
1953,1,6.393,,4.123,-0.287,-0.297,-4.706,,,,8.829,,,3.580,9.760,-7.508,0
1953,2,6.793,,3.742,-0.667,-0.658,-5.057,,,,8.799,,,3.610,9.750,-7.406,0
1953,3,6.491,,4.103,-0.336,-0.336,-4.768,,,,8.871,,,3.450,9.610,-7.006,0
1953,4,7.092,,4.142,-0.316,-0.336,-4.827,,,,8.970,,,3.660,9.760,-7.006,0
1953,5,6.094,,4.201,-0.247,-0.267,-4.736,,,,8.940,,,3.490,9.660,-6.406,0
1953,6,5.592,,4.024,-0.457,-0.467,-4.959,,,,8.980,,,3.470,9.610,-6.406,0
1953,7,5.694,,4.001,-0.507,-0.526,-5.057,,,,9.058,,,3.580,9.690,-6.707,0
1953,8,5.894,,4.064,-0.408,-0.438,-4.946,,,,9.009,,,3.550,9.700,-6.806,0
1953,9,5.894,,4.073,-0.457,-0.487,-5.047,,,,9.121,,,3.530,9.680,-7.508,0
1953,10,7.092,,3.982,-0.457,-0.467,-4.916,,,,8.901,,,3.470,9.630,-6.908,0
1953,11,5.993,,3.982,-0.448,-0.457,-4.906,,,,8.891,,,3.620,9.770,-6.908,0
1953,12,5.894,,3.752,-0.608,-0.618,-4.978,,,,8.730,,,3.510,9.700,-6.606,0
1954,1,6.094,,3.824,-0.497,-0.507,-4.837,,,,8.661,,,3.710,9.840,-6.806,0
1954,2,6.291,,4.054,-0.379,-0.398,-4.847,,,,8.901,,,3.480,9.600,-6.406,0
1954,3,5.592,,3.991,-0.418,-0.418,-4.837,,,,8.829,,,3.470,9.600,-7.006,0
1954,4,5.592,,3.913,-0.608,-0.618,-5.136,,,,9.049,,,3.530,9.630,-7.908,0
1954,5,6.892,,4.523,-0.077,-0.077,-4.686,,,,9.209,,,3.530,9.670,-6.707,0
1954,6,6.491,,4.283,-0.228,-0.257,-4.808,,,,9.091,,,3.460,9.600,-6.908,0
1954,7,5.592,,4.172,-0.316,-0.326,-4.827,,,,8.999,,,3.550,9.730,-6.507,0
1954,8,7.194,,4.083,-0.428,-0.418,-4.906,,,,8.990,,,3.670,9.830,-6.307,0
1954,9,5.894,,4.182,-0.326,-0.379,-4.936,,,,9.121,,,3.710,9.780,-7.006,0
1954,10,6.491,,4.132,-0.316,-0.356,-4.847,,,,8.980,,,3.640,9.720,-7.206,0
1954,11,5.793,,4.034,-0.438,-0.438,-4.916,,,,8.950,,,3.690,9.780,-7.908,0
1954,12,6.393,,4.001,-0.497,-0.526,-5.057,,,,9.058,,,3.560,9.700,-7.308,0
1955,1,6.393,,4.192,-0.336,-0.356,-4.906,,,,9.101,,,3.550,9.720,-7.006,0
1955,2,5.592,,3.962,-0.598,-0.628,-5.208,,,,9.170,,,3.550,9.690,-6.806,0
1955,3,6.793,,3.952,-0.566,-0.589,-5.126,,,,9.081,,,3.590,9.740,-7.006,0
1955,4,6.793,,4.303,-0.297,-0.326,-4.969,,,,9.268,,,3.690,9.780,-6.806,0
1955,5,6.291,,4.224,-0.306,-0.346,-4.906,,,,9.131,,,3.590,9.720,-7.406,0
1955,6,6.692,,4.293,-0.247,-0.247,-4.798,,,,9.091,,,3.560,9.730,-6.908,0
1955,7,6.291,,4.073,-0.356,-0.366,-4.798,,,,8.871,,,3.680,9.770,-6.806,0
1955,8,5.894,,4.132,-0.346,-0.346,-4.837,,,,8.970,,,3.660,9.770,-6.606,0
1955,9,5.094,,4.001,-0.497,-0.507,-5.018,,,,9.019,,,3.520,9.670,-6.209,0
